"","Map","est.percentage","lci.percentage","uci.percentage"
"1465","Aberdeen City",19.4092756350439,-3.00842727567215,47.0083916281263
"1466","Aberdeenshire",-1.67523162918086,-20.1606341440082,21.0901410791915
"1467","Adur",8.97104593653986,-11.5489073748747,34.2514659805386
"1468","Allerdale",-4.3934240081096,-22.3655952311723,17.7392600627412
"1469","Amber Valley",9.66438793917206,-10.9033453294074,34.9801294620621
"1470","Angus",0.794287610733924,-18.1109351059875,24.0640423493001
"1471","Antrim and Newtownabbey",126.807693085323,84.2484489721691,179.197626518182
"1472","Ards and North Down",102.441081876608,64.604542631754,148.974851945949
"1473","Argyll and Bute",-14.9234455015438,-30.9088312183573,4.76042384235822
"1474","Armagh City, Banbridge and Craigavon",97.6996232921818,60.8262732571487,143.027089158352
"1475","Arun",-1.4608136239184,-19.9914538942516,21.361676024288
"1476","Ashfield",-0.946719930388151,-19.6211657582553,22.0663671612862
"1477","Ashford",3.52584985718623,-15.8776147209802,27.4048703339092
"1478","Aylesbury Vale",18.1436790677524,-4.00088860819372,45.3964385846951
"1479","Babergh",8.5205755999423,-11.9202147915728,33.7050868218516
"1480","Barking and Dagenham",61.5617305943907,31.4007785425414,98.6456479342992
"1481","Barnet",51.1971497390846,22.8598681748394,86.0703452545689
"1482","Barnsley",-4.21637805470063,-22.2507786302602,18.0012104472442
"1483","Barrow-in-Furness",-3.56551910652362,-21.6406347200219,18.6789743889163
"1484","Basildon",10.2927284719297,-10.3518571276355,35.691443949953
"1485","Basingstoke and Deane",12.8134876026495,-8.38685414250751,38.9198336761655
"1486","Bassetlaw",-1.8212338567775,-20.2476488912957,20.8625198806653
"1487","Bath and North East Somerset",28.2162137910866,4.15119832553872,57.8416546638095
"1488","Bedford",14.1517543228358,-7.22568934742145,40.4550777399809
"1489","Belfast",113.787241335611,73.8516250713028,162.896504643804
"1490","Bexley",37.516814834576,11.7321881692096,69.2518035501823
"1491","Birmingham",35.7864332937438,10.4281716639753,66.9678596394919
"1492","Blaby",25.324134318317,1.63519869154056,54.5344412648137
"1493","Blackburn with Darwen",8.0864311458587,-12.1004301842627,32.9093717106772
"1494","Blackpool",-8.28305462060439,-25.7725565603314,13.3273312392098
"1495","Bolsover",9.2671284961436,-11.251564732874,34.5297563146478
"1496","Bolton",9.36004522109419,-11.1104824603077,34.5447677271887
"1497","Boston",3.4323512643377,-15.8836874946033,27.1840261350373
"1498","Bournemouth, Christchurch and Poole",9.88432713440448,-10.7665609453164,35.3143561168964
"1499","Bracknell Forest",45.1897310359673,17.9632466320879,78.7002189253277
"1500","Braintree",18.0681081458544,-4.06279177659814,45.3041882215286
"1501","Breckland",-1.29056170399053,-19.782941545996,21.4648529439732
"1502","Brent",60.90582219636,30.7520842215464,98.0135442645596
"1503","Brentwood",43.9500273907467,16.8679366514119,77.3079167779282
"1504","Bridgend",139.409061191728,94.7646409006931,194.286983076816
"1505","Brighton and Hove",23.313604066253,0.161860547866599,51.8167181064059
"1506","Bristol, City of",41.1337675405344,14.6481322160777,73.7380274337545
"1507","Broadland",1.88069572898413,-17.268390293286,25.4620355994293
"1508","Bromley",46.7102630801327,19.1936220916823,80.579303785951
"1509","Bromsgrove",17.8635850302289,-4.3988638997019,45.3102467485706
"1510","Broxbourne",34.409834409229,9.21210593679722,65.4212546397689
